school,city,stateProvince,country,schoolcitystate,lon,lat
Zebulon B. Vance,Charlotte,NC,USA,"Zebulon B. Vance, Charlotte, NC",,
Anamoose,Anamoose,ND,USA,"Anamoose, Anamoose, ND",,
Bismarck,Bismarck,ND,USA,"Bismarck, Bismarck, ND",,
Kindred,Kindred,ND,USA,"Kindred, Kindred, ND",,
Magic City Campus,Minot,ND,USA,"Magic City Campus, Minot, ND",,
Minot,Minot,ND,USA,"Minot, Minot, ND",,
Mt Pleasant,Rolla,ND,USA,"Mt Pleasant, Rolla, ND",,
Shanley-sullivan Middle School,Fargo,ND,USA,"Shanley-sullivan Middle School, Fargo, ND",,
Shiloh Christian School,Bismarck,ND,USA,"Shiloh Christian School, Bismarck, ND",,
South,Fargo,ND,USA,"South, Fargo, ND",,
West Fargo,West Fargo,ND,USA,"West Fargo, West Fargo, ND",,
Westhope,Westhope,ND,USA,"Westhope, Westhope, ND",,
Williston,Williston,ND,USA,"Williston, Williston, ND",,
Allen,Allen,NE,USA,"Allen, Allen, NE",,
Ashland-Greenwood,Ashland,NE,USA,"Ashland-Greenwood, Ashland, NE",,
Aurora,Aurora,NE,USA,"Aurora, Aurora, NE",,
Beatrice,Beatrice,NE,USA,"Beatrice, Beatrice, NE",,
Bellevue East,Bellevue,NE,USA,"Bellevue East, Bellevue, NE",,
Bellevue West,Bellevue,NE,USA,"Bellevue West, Bellevue, NE",,
Bennington Secondary School,Bennington,NE,USA,"Bennington Secondary School, Bennington, NE",,
Benson Magnet,Omaha,NE,USA,"Benson Magnet, Omaha, NE",,
Bishop Neumann,Wahoo,NE,USA,"Bishop Neumann, Wahoo, NE",,
Blair,Blair,NE,USA,"Blair, Blair, NE",,
Burke,Omaha,NE,USA,"Burke, Omaha, NE",,
Cedar Catholic,Hartington,NE,USA,"Cedar Catholic, Hartington, NE",,
Central,Omaha,NE,USA,"Central, Omaha, NE",,
Central Catholic,Grand Island,NE,USA,"Central Catholic, Grand Island, NE",,
Central Catholic,West Point,NE,USA,"Central Catholic, West Point, NE",,
Clay Center,Clay Center,NE,USA,"Clay Center, Clay Center, NE",,
Columbus,Columbus,NE,USA,"Columbus, Columbus, NE",,
Cozad,Cozad,NE,USA,"Cozad, Cozad, NE",,
Creighton Preparatory School,Omaha,NE,USA,"Creighton Preparatory School, Omaha, NE",,
Crete,Crete,NE,USA,"Crete, Crete, NE",,
Crofton,Crofton,NE,USA,"Crofton, Crofton, NE",,
Daniel J Gross,Omaha,NE,USA,"Daniel J Gross, Omaha, NE",,
Elkhorn,Elkhorn,NE,USA,"Elkhorn, Elkhorn, NE",,
Giltner,Trumbull,NE,USA,"Giltner, Trumbull, NE",,
Grand Island Senior Sch,Grand Island,NE,USA,"Grand Island Senior Sch, Grand Island, NE",,
Gretna,Gretna,NE,USA,"Gretna, Gretna, NE",,
Heartland Community Sch,Henderson,NE,USA,"Heartland Community Sch, Henderson, NE",,
High School At Syracuse,Syracuse,NE,USA,"High School At Syracuse, Syracuse, NE",,
Howells Jr/sr,Howells,NE,USA,"Howells Jr/sr, Howells, NE",,
IMG Academy,Lincoln,NE,USA,"IMG Academy, Lincoln, NE",,
Kearney,Kearney,NE,USA,"Kearney, Kearney, NE",,
Lakeview,Columbus,NE,USA,"Lakeview, Columbus, NE",,
Lincoln,Lincoln,NE,USA,"Lincoln, Lincoln, NE",,
Lincoln Christian,Lincoln,NE,USA,"Lincoln Christian, Lincoln, NE",,
Lincoln East,Lincoln,NE,USA,"Lincoln East, Lincoln, NE",,
Lincoln Northeast,Lincoln,NE,USA,"Lincoln Northeast, Lincoln, NE",,
Lincoln Southeast,Lincoln,NE,USA,"Lincoln Southeast, Lincoln, NE",,
Mc Cook Senior,Mccook,NE,USA,"Mc Cook Senior, Mccook, NE",,
Millard North,Omaha,NE,USA,"Millard North, Omaha, NE",,
Millard South,Omaha,NE,USA,"Millard South, Omaha, NE",,
Millard West,Omaha,NE,USA,"Millard West, Omaha, NE",,
Mount Michael Benedictine,Elkhorn,NE,USA,"Mount Michael Benedictine, Elkhorn, NE",,
Norfolk Catholic,Norfolk,NE,USA,"Norfolk Catholic, Norfolk, NE",,
Norris,Firth,NE,USA,"Norris, Firth, NE",,
North Platte,North Platte,NE,USA,"North Platte, North Platte, NE",,
North Star,Lincoln,NE,USA,"North Star, Lincoln, NE",,
Northwest,Grand Island,NE,USA,"Northwest, Grand Island, NE",,
Omaha Baptist Academy,Omaha,NE,USA,"Omaha Baptist Academy, Omaha, NE",,
Omaha North,Omaha,NE,USA,"Omaha North, Omaha, NE",,
Omaha Northwest,Omaha,NE,USA,"Omaha Northwest, Omaha, NE",,
Omaha South Magnet,Omaha,NE,USA,"Omaha South Magnet, Omaha, NE",,
Papillion-La Vista,Papillion,NE,USA,"Papillion-La Vista, Papillion, NE",,
Papillion-La Vista South,Papillion,NE,USA,"Papillion-La Vista South, Papillion, NE",,
Pierce Jr/sr,Pierce,NE,USA,"Pierce Jr/sr, Pierce, NE",,
Ralston,Omaha,NE,USA,"Ralston, Omaha, NE",,
Scottsbluff,Scottsbluff,NE,USA,"Scottsbluff, Scottsbluff, NE",,
Seward,Seward,NE,USA,"Seward, Seward, NE",,
Southwest,Lincoln,NE,USA,"Southwest, Lincoln, NE",,
St Cecilia,Hastings,NE,USA,"St Cecilia, Hastings, NE",,
Waverly,Waverly,NE,USA,"Waverly, Waverly, NE",,
Westside,Omaha,NE,USA,"Westside, Omaha, NE",,
York HS,York,NE,USA,"York HS, York, NE",,
Yutan,Yutan,NE,USA,"Yutan, Yutan, NE",,
Bishop Guertin,Nashua,NH,USA,"Bishop Guertin, Nashua, NH",,
Brewster Academy,Wolfeboro,NH,USA,"Brewster Academy, Wolfeboro, NH",,
Deerfield Academy,Exeter,NH,USA,"Deerfield Academy, Exeter, NH",,
Exeter,Exeter,NH,USA,"Exeter, Exeter, NH",,
Hanover,Hanover,NH,USA,"Hanover, Hanover, NH",,
John Stark Regional,Weare,NH,USA,"John Stark Regional, Weare, NH",,
Kennett,North Conway,NH,USA,"Kennett, North Conway, NH",,
Kimball Union Academy,Meriden,NH,USA,"Kimball Union Academy, Meriden, NH",,
Londonderry Senior,Londonderry,NH,USA,"Londonderry Senior, Londonderry, NH",,
Manchester Central,Manchester,NH,USA,"Manchester Central, Manchester, NH",,
Nashua South,Nashua,NH,USA,"Nashua South, Nashua, NH",,
New Hampton School,New Hampton,NH,USA,"New Hampton School, New Hampton, NH",,
Proctor Academy,Andover,NH,USA,"Proctor Academy, Andover, NH",,
Salem,Salem,NH,USA,"Salem, Salem, NH",,
Souhegan Coop,Amherst,NH,USA,"Souhegan Coop, Amherst, NH",,
St. Paul's School,Concord,NH,USA,"St. Paul's School, Concord, NH",,
St. Paul's School,Weare,NH,USA,"St. Paul's School, Weare, NH",,
Tilton School,Tilton,NH,USA,"Tilton School, Tilton, NH",,
A. J. Demarest Alt Sch,Hoboken,NJ,USA,"A. J. Demarest Alt Sch, Hoboken, NJ",,
Abraham Clark,Roselle,NJ,USA,"Abraham Clark, Roselle, NJ",,
Absegami,Absecon,NJ,USA,"Absegami, Absecon, NJ",,
Arthur L. Johnson,Clark,NJ,USA,"Arthur L. Johnson, Clark, NJ",,
Atlantic City,Atlantic City,NJ,USA,"Atlantic City, Atlantic City, NJ",,
Audubon,Audubon,NJ,USA,"Audubon, Audubon, NJ",,
Barnegat,Barnegat,NJ,USA,"Barnegat, Barnegat, NJ",,
Barringer,Newark,NJ,USA,"Barringer, Newark, NJ",,
Bayonne,Bayonne,NJ,USA,"Bayonne, Bayonne, NJ",,
Belleville Sr.,Belleville,NJ,USA,"Belleville Sr., Belleville, NJ",,
Belvidere,Belvidere,NJ,USA,"Belvidere, Belvidere, NJ",,
Bergen Catholic,Harrington Park,NJ,USA,"Bergen Catholic, Harrington Park, NJ",,
Bergen Catholic,Oradell,NJ,USA,"Bergen Catholic, Oradell, NJ",,
Bergen Catholic,Park Ridge,NJ,USA,"Bergen Catholic, Park Ridge, NJ",,
Bergen Catholic,Wayne,NJ,USA,"Bergen Catholic, Wayne, NJ",,
Bergenfield,Bergenfield,NJ,USA,"Bergenfield, Bergenfield, NJ",,
Bishop Eustace,Merchantville,NJ,USA,"Bishop Eustace, Merchantville, NJ",,
Bishop George Ahr,Edison,NJ,USA,"Bishop George Ahr, Edison, NJ",,
Blair Academy,Blairstown,NJ,USA,"Blair Academy, Blairstown, NJ",,
Bloomfield,Bloomfield,NJ,USA,"Bloomfield, Bloomfield, NJ",,
Bound Brook,Bound Brook,NJ,USA,"Bound Brook, Bound Brook, NJ",,
Brdgwtr-raritn Sch,Bridgewater,NJ,USA,"Brdgwtr-raritn Sch, Bridgewater, NJ",,
Brick Twp,Brick,NJ,USA,"Brick Twp, Brick, NJ",,
Brick Twp Memorial,Brick,NJ,USA,"Brick Twp Memorial, Brick, NJ",,
Bridgeton,Bridgeton,NJ,USA,"Bridgeton, Bridgeton, NJ",,
Burlington Twp,Burlington,NJ,USA,"Burlington Twp, Burlington, NJ",,
Burlington Twp,Cherry Hill,NJ,USA,"Burlington Twp, Cherry Hill, NJ",,
Butler,Butler,NJ,USA,"Butler, Butler, NJ",,
Camden,Camden,NJ,USA,"Camden, Camden, NJ",,
Camden Catholic,Cherry Hill,NJ,USA,"Camden Catholic, Cherry Hill, NJ",,
Carteret,Carteret,NJ,USA,"Carteret, Carteret, NJ",,
Carver,Jersey City,NJ,USA,"Carver, Jersey City, NJ",,
Cedar Creek,Egg Harbor City,NJ,USA,"Cedar Creek, Egg Harbor City, NJ",,
Cedar Grove,Cedar Grove,NJ,USA,"Cedar Grove, Cedar Grove, NJ",,
Central,Newark,NJ,USA,"Central, Newark, NJ",,
Central,Pennington,NJ,USA,"Central, Pennington, NJ",,
Central Regional,Bayville,NJ,USA,"Central Regional, Bayville, NJ",,
Cherokee,Burlington,NJ,USA,"Cherokee, Burlington, NJ",,
Cherokee,Marlton,NJ,USA,"Cherokee, Marlton, NJ",,
Cherry Hill - East,Cherry Hill,NJ,USA,"Cherry Hill - East, Cherry Hill, NJ",,
Cherry Hill - West,Cherry Hill,NJ,USA,"Cherry Hill - West, Cherry Hill, NJ",,
Clearview Reg Sch,Mullica Hill,NJ,USA,"Clearview Reg Sch, Mullica Hill, NJ",,
Collingswood Sr,Collingswood,NJ,USA,"Collingswood Sr, Collingswood, NJ",,
Colonia,Colonia,NJ,USA,"Colonia, Colonia, NJ",,
Colts Neck,Colts Neck,NJ,USA,"Colts Neck, Colts Neck, NJ",,
Columbia Sr,Maplewood,NJ,USA,"Columbia Sr, Maplewood, NJ",,
Cranford Sr,Cranford,NJ,USA,"Cranford Sr, Cranford, NJ",,
Cushing Academy,Ramsey,NJ,USA,"Cushing Academy, Ramsey, NJ",,
De Paul Catholic,Jersey City,NJ,USA,"De Paul Catholic, Jersey City, NJ",,
De Paul Catholic,Wayne,NJ,USA,"De Paul Catholic, Wayne, NJ",,
Delbarton School,Morristown,NJ,USA,"Delbarton School, Morristown, NJ",,
Delran,NA,NJ,USA,"Delran, NA, NJ",,
Delran,Riverside,NJ,USA,"Delran, Riverside, NJ",,
Delsea Regional Sch,Franklinville,NJ,USA,"Delsea Regional Sch, Franklinville, NJ",,
DePaul Catholic,Wayne,NJ,USA,"DePaul Catholic, Wayne, NJ",,
Don Bosco Prep,Ramsey,NJ,USA,"Don Bosco Prep, Ramsey, NJ",,
Don Bosco Prep,West Orange,NJ,USA,"Don Bosco Prep, West Orange, NJ",,
Don Bosco Prep,Westfield,NJ,USA,"Don Bosco Prep, Westfield, NJ",,
Donovan Catholic,Toms River,NJ,USA,"Donovan Catholic, Toms River, NJ",,
Dover,Dover,NJ,USA,"Dover, Dover, NJ",,
Dwight Morrow,Englewood,NJ,USA,"Dwight Morrow, Englewood, NJ",,
Dwight-englewood School,Englewood,NJ,USA,"Dwight-englewood School, Englewood, NJ",,
East Orange Campus,East Orange,NJ,USA,"East Orange Campus, East Orange, NJ",,
Eastern,Voorhees,NJ,USA,"Eastern, Voorhees, NJ",,
Eastside,Paterson,NJ,USA,"Eastside, Paterson, NJ",,
Edison,Edison,NJ,USA,"Edison, Edison, NJ",,
Egg Harbor Twp,Egg Harbor Township,NJ,USA,"Egg Harbor Twp, Egg Harbor Township, NJ",,
Elizabeth,Elizabeth,NJ,USA,"Elizabeth, Elizabeth, NJ",,
Ewing,Trenton,NJ,USA,"Ewing, Trenton, NJ",,
Franklin Twp,Somerset,NJ,USA,"Franklin Twp, Somerset, NJ",,
Freehold Borough,Freehold,NJ,USA,"Freehold Borough, Freehold, NJ",,
Freehold Twp,Freehold,NJ,USA,"Freehold Twp, Freehold, NJ",,
Glassboro,Glassboro,NJ,USA,"Glassboro, Glassboro, NJ",,
Hackensack,Hackensack,NJ,USA,"Hackensack, Hackensack, NJ",,
Haddonfield Memorial,Haddonfield,NJ,USA,"Haddonfield Memorial, Haddonfield, NJ",,
Hamilton North-Nottingham,Trenton,NJ,USA,"Hamilton North-Nottingham, Trenton, NJ",,
Hamilton West-watson,Trenton,NJ,USA,"Hamilton West-watson, Trenton, NJ",,
Hammonton,Hammonton,NJ,USA,"Hammonton, Hammonton, NJ",,
High Point Regional,Sussex,NJ,USA,"High Point Regional, Sussex, NJ",,
Highland Park,Highland Park,NJ,USA,"Highland Park, Highland Park, NJ",,
Highland Regional,Blackwood,NJ,USA,"Highland Regional, Blackwood, NJ",,
Hightstown,Hightstown,NJ,USA,"Hightstown, Hightstown, NJ",,
Hillsborough,Hillsborough,NJ,USA,"Hillsborough, Hillsborough, NJ",,
Hillside,Hillside,NJ,USA,"Hillside, Hillside, NJ",,
Hoboken,Hoboken,NJ,USA,"Hoboken, Hoboken, NJ",,
Holmdel,Holmdel,NJ,USA,"Holmdel, Holmdel, NJ",,
Holy Cross,Riverside,NJ,USA,"Holy Cross, Riverside, NJ",,
Holy Spirit,Absecon,NJ,USA,"Holy Spirit, Absecon, NJ",,
Hopatcong,Hopatcong,NJ,USA,"Hopatcong, Hopatcong, NJ",,
Hudson Catholic,Jersey City,NJ,USA,"Hudson Catholic, Jersey City, NJ",,
Hun School,Princeton,NJ,USA,"Hun School, Princeton, NJ",,
Hun School,Trenton,NJ,USA,"Hun School, Trenton, NJ",,
Hunterdon Central,Flemington,NJ,USA,"Hunterdon Central, Flemington, NJ",,
IMG Academy,Old Bridge,NJ,USA,"IMG Academy, Old Bridge, NJ",,
Immaculata,Somerville,NJ,USA,"Immaculata, Somerville, NJ",,
Indian Hills,Oakland,NJ,USA,"Indian Hills, Oakland, NJ",,
Irvington,Irvington,NJ,USA,"Irvington, Irvington, NJ",,
J P Stevens,Edison,NJ,USA,"J P Stevens, Edison, NJ",,
Jackson Memorial,Jackson,NJ,USA,"Jackson Memorial, Jackson, NJ",,
John F. Kennedy,Paterson,NJ,USA,"John F. Kennedy, Paterson, NJ",,
John Glenn,Skillman,NJ,USA,"John Glenn, Skillman, NJ",,
Jonathan Dayton Sch,Springfield,NJ,USA,"Jonathan Dayton Sch, Springfield, NJ",,
Keyport,Keyport,NJ,USA,"Keyport, Keyport, NJ",,
Kingsway,Swedesboro,NJ,USA,"Kingsway, Swedesboro, NJ",,
Lakeland Reg H,Wanaque,NJ,USA,"Lakeland Reg H, Wanaque, NJ",,
Lakewood,Lakewood,NJ,USA,"Lakewood, Lakewood, NJ",,
Lenape,Medford,NJ,USA,"Lenape, Medford, NJ",,
Lincoln,Jersey City,NJ,USA,"Lincoln, Jersey City, NJ",,
Linden,Linden,NJ,USA,"Linden, Linden, NJ",,
Livingston Sr.,Livingston,NJ,USA,"Livingston Sr., Livingston, NJ",,
Long Branch,Long Branch,NJ,USA,"Long Branch, Long Branch, NJ",,
Lower Cape May Reg,Cape May,NJ,USA,"Lower Cape May Reg, Cape May, NJ",,
Madison,Madison,NJ,USA,"Madison, Madison, NJ",,
Mahwah,Mahwah,NJ,USA,"Mahwah, Mahwah, NJ",,
Mainland Reg,Linwood,NJ,USA,"Mainland Reg, Linwood, NJ",,
Malcolm X Shabazz,Newark,NJ,USA,"Malcolm X Shabazz, Newark, NJ",,
Manalapan,Englishtown,NJ,USA,"Manalapan, Englishtown, NJ",,
Manasquan,Manasquan,NJ,USA,"Manasquan, Manasquan, NJ",,
Manchester Reg H,Haledon,NJ,USA,"Manchester Reg H, Haledon, NJ",,
Marist,Bayonne,NJ,USA,"Marist, Bayonne, NJ",,
Matawan Regional,Matawan,NJ,USA,"Matawan Regional, Matawan, NJ",,
Mater Dei,Matawan,NJ,USA,"Mater Dei, Matawan, NJ",,
Mater Dei,Middletown,NJ,USA,"Mater Dei, Middletown, NJ",,
Memorial,Elmwood Park,NJ,USA,"Memorial, Elmwood Park, NJ",,
Memorial,West New York,NJ,USA,"Memorial, West New York, NJ",,
Metuchen,Metuchen,NJ,USA,"Metuchen, Metuchen, NJ",,
Middlesex County Academy,Old Bridge,NJ,USA,"Middlesex County Academy, Old Bridge, NJ",,
Middletown North,Middletown,NJ,USA,"Middletown North, Middletown, NJ",,
Middletown South,Middletown,NJ,USA,"Middletown South, Middletown, NJ",,
Milford Academy (HS),Hoboken,NJ,USA,"Milford Academy (HS), Hoboken, NJ",,
Milford Academy (HS),New Brunswick,NJ,USA,"Milford Academy (HS), New Brunswick, NJ",,
Millburn,Millburn,NJ,USA,"Millburn, Millburn, NJ",,
Millville,Millville,NJ,USA,"Millville, Millville, NJ",,
Monmouth Reg,Eatontown,NJ,USA,"Monmouth Reg, Eatontown, NJ",,
Montclair,Montclair,NJ,USA,"Montclair, Montclair, NJ",,
Montgomery,Skillman,NJ,USA,"Montgomery, Skillman, NJ",,
Moorestown,Moorestown,NJ,USA,"Moorestown, Moorestown, NJ",,
Moorestown Friends School,Moorestown,NJ,USA,"Moorestown Friends School, Moorestown, NJ",,
Morristown,Morristown,NJ,USA,"Morristown, Morristown, NJ",,
Mount Olive,Flanders,NJ,USA,"Mount Olive, Flanders, NJ",,
Mountain Lakes,Mountain Lakes,NJ,USA,"Mountain Lakes, Mountain Lakes, NJ",,
N Valley Reg Demarest,Demarest,NJ,USA,"N Valley Reg Demarest, Demarest, NJ",,
NA,Burlington,NJ,USA,"NA, Burlington, NJ",,
NA,NA,NJ,USA,"NA, NA, NJ",,
NA,Riverton,NJ,USA,"NA, Riverton, NJ",,
NA,Westfield,NJ,USA,"NA, Westfield, NJ",,
Neptune,Neptune,NJ,USA,"Neptune, Neptune, NJ",,
New Brunswick,New Brunswick,NJ,USA,"New Brunswick, New Brunswick, NJ",,
New Milford,New Milford,NJ,USA,"New Milford, New Milford, NJ",,
Newark Academy,Livingston,NJ,USA,"Newark Academy, Livingston, NJ",,
North Bergen,North Bergen,NJ,USA,"North Bergen, North Bergen, NJ",,
North Brunswick Twp,North Brunswick,NJ,USA,"North Brunswick Twp, North Brunswick, NJ",,
North Hunterdon Reg,Annandale,NJ,USA,"North Hunterdon Reg, Annandale, NJ",,
Northern Burlington,Burlington,NJ,USA,"Northern Burlington, Burlington, NJ",,
Northern Burlington,Columbus,NJ,USA,"Northern Burlington, Columbus, NJ",,
Northernlands Reg H,Allendale,NJ,USA,"Northernlands Reg H, Allendale, NJ",,
Notre Dame,Trenton,NJ,USA,"Notre Dame, Trenton, NJ",,
Oak Ridge Military Academy,Jersey City,NJ,USA,"Oak Ridge Military Academy, Jersey City, NJ",,
Oakcrest,Mays Landing,NJ,USA,"Oakcrest, Mays Landing, NJ",,
Ocean City,Ocean City,NJ,USA,"Ocean City, Ocean City, NJ",,
Ocean Township,Oakhurst,NJ,USA,"Ocean Township, Oakhurst, NJ",,
Old Bridge,Matawan,NJ,USA,"Old Bridge, Matawan, NJ",,
Old Tappan,Westwood,NJ,USA,"Old Tappan, Westwood, NJ",,
Orange,Orange,NJ,USA,"Orange, Orange, NJ",,
Overbrook,Clementon,NJ,USA,"Overbrook, Clementon, NJ",,
Palisades Park Jr-sr,Palisades Park,NJ,USA,"Palisades Park Jr-sr, Palisades Park, NJ",,
Palmyra,Palmyra,NJ,USA,"Palmyra, Palmyra, NJ",,
Paramus,Paramus,NJ,USA,"Paramus, Paramus, NJ",,
Paramus Catholic,Paramus,NJ,USA,"Paramus Catholic, Paramus, NJ",,
Paramus Catholic,West Orange,NJ,USA,"Paramus Catholic, West Orange, NJ",,
Parsippany Hills,Morris Plains,NJ,USA,"Parsippany Hills, Morris Plains, NJ",,
Passaic,Passaic,NJ,USA,"Passaic, Passaic, NJ",,
Passaic,Paterson,NJ,USA,"Passaic, Paterson, NJ",,
Passaic Valley Sch,Little Falls,NJ,USA,"Passaic Valley Sch, Little Falls, NJ",,
Paterson Catholic,Paterson,NJ,USA,"Paterson Catholic, Paterson, NJ",,
Paul VI,Haddonfield,NJ,USA,"Paul VI, Haddonfield, NJ",,
Paulsboro,Paulsboro,NJ,USA,"Paulsboro, Paulsboro, NJ",,
Penns Grove,Penns Grove,NJ,USA,"Penns Grove, Penns Grove, NJ",,
Pennsville Memorial,Pennsville,NJ,USA,"Pennsville Memorial, Pennsville, NJ",,
Pequannock Twp,Pompton Plains,NJ,USA,"Pequannock Twp, Pompton Plains, NJ",,
Phillipsburg,Phillipsburg,NJ,USA,"Phillipsburg, Phillipsburg, NJ",,
Piscataway Twp,Piscataway,NJ,USA,"Piscataway Twp, Piscataway, NJ",,
Plainfield,Plainfield,NJ,USA,"Plainfield, Plainfield, NJ",,
Pleasantville,Pleasantville,NJ,USA,"Pleasantville, Pleasantville, NJ",,
Point Pleasant,Point Pleasant Beach,NJ,USA,"Point Pleasant, Point Pleasant Beach, NJ",,
Pompton Lakes,Pompton Lakes,NJ,USA,"Pompton Lakes, Pompton Lakes, NJ",,
Pope John XXIII,Englewood,NJ,USA,"Pope John XXIII, Englewood, NJ",,
Pope John XXIII,Highland Lakes,NJ,USA,"Pope John XXIII, Highland Lakes, NJ",,
Pope John XXIII,Paterson,NJ,USA,"Pope John XXIII, Paterson, NJ",,
Pope John XXIII,Sparta,NJ,USA,"Pope John XXIII, Sparta, NJ",,
Queen Of Peace,North Arlington,NJ,USA,"Queen Of Peace, North Arlington, NJ",,
Rahway,Rahway,NJ,USA,"Rahway, Rahway, NJ",,
Ramapo,Franklin Lakes,NJ,USA,"Ramapo, Franklin Lakes, NJ",,
Rancocas Valley Reg H,Mount Holly,NJ,USA,"Rancocas Valley Reg H, Mount Holly, NJ",,
Randolph,Randolph,NJ,USA,"Randolph, Randolph, NJ",,
Ranney School,Eatontown,NJ,USA,"Ranney School, Eatontown, NJ",,
Raritan,Hazlet,NJ,USA,"Raritan, Hazlet, NJ",,
Red Bank Catholic,Red Bank,NJ,USA,"Red Bank Catholic, Red Bank, NJ",,
Red Bank Reg,Little Silver,NJ,USA,"Red Bank Reg, Little Silver, NJ",,
Ridge,Basking Ridge,NJ,USA,"Ridge, Basking Ridge, NJ",,
Ridgewood,Glen Rock,NJ,USA,"Ridgewood, Glen Rock, NJ",,
Roxbury,Succasunna,NJ,USA,"Roxbury, Succasunna, NJ",,
Rumson Fair Haven Reg,Fair Haven,NJ,USA,"Rumson Fair Haven Reg, Fair Haven, NJ",,
Rumson Fair Haven Reg,Middletown,NJ,USA,"Rumson Fair Haven Reg, Middletown, NJ",,
Rumson Fair Haven Reg,Rumson,NJ,USA,"Rumson Fair Haven Reg, Rumson, NJ",,
Rumson-Fair Haven,Rumson,NJ,USA,"Rumson-Fair Haven, Rumson, NJ",,
Saddle Brook Mid/high Sch,Rochelle Park,NJ,USA,"Saddle Brook Mid/high Sch, Rochelle Park, NJ",,
Saint Joseph,Metuchen,NJ,USA,"Saint Joseph, Metuchen, NJ",,
Salem,Salem,NJ,USA,"Salem, Salem, NJ",,
Sayreville War Memorial,Parlin,NJ,USA,"Sayreville War Memorial, Parlin, NJ",,
Sayreville War Memorial,Sayreville,NJ,USA,"Sayreville War Memorial, Sayreville, NJ",,
Scotch Plains Fanwood,Scotch Plains,NJ,USA,"Scotch Plains Fanwood, Scotch Plains, NJ",,
Secaucus,Secaucus,NJ,USA,"Secaucus, Secaucus, NJ",,
Seton Hall Preparatory School,West Orange,NJ,USA,"Seton Hall Preparatory School, West Orange, NJ",,
Shawnee,Medford,NJ,USA,"Shawnee, Medford, NJ",,
Somerville,Somerville,NJ,USA,"Somerville, Somerville, NJ",,
South Brunswick,Kendall Park,NJ,USA,"South Brunswick, Kendall Park, NJ",,
South Brunswick,Monmouth Junction,NJ,USA,"South Brunswick, Monmouth Junction, NJ",,
South Plainfield,South Plainfield,NJ,USA,"South Plainfield, South Plainfield, NJ",,
Southern Reg,Manahawkin,NJ,USA,"Southern Reg, Manahawkin, NJ",,
St Anthony,Jersey City,NJ,USA,"St Anthony, Jersey City, NJ",,
St Augustine Preparatory School,Richland,NJ,USA,"St Augustine Preparatory School, Richland, NJ",,
St Joseph,Metuchen,NJ,USA,"St Joseph, Metuchen, NJ",,
St Joseph,South Amboy,NJ,USA,"St Joseph, South Amboy, NJ",,
St Joseph Regional,Montvale,NJ,USA,"St Joseph Regional, Montvale, NJ",,
St Mary,Rutherford,NJ,USA,"St Mary, Rutherford, NJ",,
St. Augustine Prep,Richland,NJ,USA,"St. Augustine Prep, Richland, NJ",,
St. John Vianney Regional,Holmdel,NJ,USA,"St. John Vianney Regional, Holmdel, NJ",,
St. John Vianney Regional,Jackson,NJ,USA,"St. John Vianney Regional, Jackson, NJ",,
St. Joseph,Hammonton,NJ,USA,"St. Joseph, Hammonton, NJ",,
St. Joseph,North Arlington,NJ,USA,"St. Joseph, North Arlington, NJ",,
St. Joseph Regional,Montvale,NJ,USA,"St. Joseph Regional, Montvale, NJ",,
St. Joseph Regional,Ramsey,NJ,USA,"St. Joseph Regional, Ramsey, NJ",,
St. Joseph's,Cherry Hill,NJ,USA,"St. Joseph's, Cherry Hill, NJ",,
St. Peters Prep,Basking Ridge,NJ,USA,"St. Peters Prep, Basking Ridge, NJ",,
St. Peters Prep,Jersey City,NJ,USA,"St. Peters Prep, Jersey City, NJ",,
St. Peters Prep,Metuchen,NJ,USA,"St. Peters Prep, Metuchen, NJ",,
Steinert,Trenton,NJ,USA,"Steinert, Trenton, NJ",,
Sterling,Somerdale,NJ,USA,"Sterling, Somerdale, NJ",,
Suffield Academy,Camden,NJ,USA,"Suffield Academy, Camden, NJ",,
Summit Sr,Summit,NJ,USA,"Summit Sr, Summit, NJ",,
Teaneck Sr,Teaneck,NJ,USA,"Teaneck Sr, Teaneck, NJ",,
Technology,Newark,NJ,USA,"Technology, Newark, NJ",,
Tenafly,Tenafly,NJ,USA,"Tenafly, Tenafly, NJ",,
The Lawrenceville School,Moorestown,NJ,USA,"The Lawrenceville School, Moorestown, NJ",,
The Lawrenceville School,Plainsboro,NJ,USA,"The Lawrenceville School, Plainsboro, NJ",,
The Lawrenceville School,Trenton,NJ,USA,"The Lawrenceville School, Trenton, NJ",,
The Peddie School,Hightstown,NJ,USA,"The Peddie School, Hightstown, NJ",,
The Peddie School,Penns Grove,NJ,USA,"The Peddie School, Penns Grove, NJ",,
The Pennington School,Pennington,NJ,USA,"The Pennington School, Pennington, NJ",,
Timber Creek,Buena,NJ,USA,"Timber Creek, Buena, NJ",,
Timber Creek,Haddonfield,NJ,USA,"Timber Creek, Haddonfield, NJ",,
